sig_HSC_CLP	sig_CLP_ProB	sig_ProB_PreB	sig_PreB_ImmatureB	sig_ImmatureB_TransitionalB	sig_TransitionalB_NaiveCD5neg	sig_TransitionalB_NaiveCD5pos	sig_NaiveCD5neg_NaiveCD5pos
ENSG00000170634	-1	1	0	-1	0	0	0	0
ENSG00000170638	0	-1	-1	1	1	1	0	0
ENSG00000170677	0	0	0	1	0	0	0	0
ENSG00000170684	0	0	-1	0	0	0	0	0
ENSG00000170734	0	-1	0	1	0	-1	0	0
ENSG00000170745	0	-1	1	0	0	0	0	0
ENSG00000170759	-1	0	0	0	0	0	0	0
ENSG00000170776	0	0	0	-1	0	0	0	0
ENSG00000170779	-1	0	0	1	0	0	0	0
ENSG00000170788	-1	0	1	0	0	0	0	0
ENSG00000170791	0	0	0	1	0	0	0	0
ENSG00000170801	0	1	0	1	0	0	0	0
ENSG00000170802	0	0	0	-1	0	0	0	0
ENSG00000170819	0	0	-1	0	1	0	0	0
ENSG00000170832	0	1	0	-1	0	0	0	0
ENSG00000170835	0	0	0	0	1	0	0	0
ENSG00000170837	0	1	1	0	0	0	0	0
ENSG00000170846	0	0	0	0	-1	0	0	0
ENSG00000170852	0	0	0	0	-1	0	0	0
ENSG00000170854	0	1	0	0	0	0	0	0
ENSG00000170855	0	1	0	1	0	0	0	0
ENSG00000170873	0	0	-1	-1	0	0	0	0
ENSG00000170876	0	1	0	0	0	0	0	0
ENSG00000170889	0	0	0	0	-1	0	0	0
ENSG00000170890	0	0	1	1	0	0	0	0
ENSG00000170891	0	1	1	1	0	0	0	0
ENSG00000170893	-1	1	0	1	0	0	0	0
ENSG00000170903	0	0	0	1	0	0	0	0
ENSG00000170909	-1	0	0	-1	0	0	0	0
ENSG00000170917	0	0	0	1	0	0	0	0
ENSG00000170919	1	-1	0	-1	1	0	0	0
ENSG00000170949	0	-1	0	-1	0	0	0	0
ENSG00000170962	1	0	0	0	0	0	0	0
ENSG00000170989	-1	0	-1	-1	0	0	0	0
ENSG00000171045	0	1	0	0	0	0	0	0
ENSG00000171051	0	0	0	-1	0	1	0	0
ENSG00000171055	0	0	0	0	1	0	0	0
ENSG00000171056	0	0	0	1	0	0	0	0
ENSG00000171067	-1	1	-1	-1	0	0	0	0
ENSG00000171084	0	0	1	0	0	0	0	0
ENSG00000171097	0	0	0	1	-1	0	0	0
ENSG00000171101	0	1	0	0	0	0	0	0
ENSG00000171105	0	0	0	1	0	0	0	0
ENSG00000171109	0	0	0	-1	0	0	0	0
ENSG00000171115	0	-1	1	0	1	0	0	0
ENSG00000171119	0	0	0	1	0	0	0	0
ENSG00000171121	0	0	0	0	1	0	0	0
ENSG00000171130	0	0	1	0	0	0	0	0
ENSG00000171132	-1	0	-1	1	0	0	0	0
ENSG00000171135	0	0	0	1	0	0	0	0
ENSG00000171148	0	1	-1	0	0	0	0	0
ENSG00000171160	0	1	0	0	0	0	0	0
ENSG00000171161	0	0	0	1	0	0	0	0
ENSG00000171163	1	0	1	-1	0	0	0	0
ENSG00000171174	0	1	0	0	-1	0	0	0
ENSG00000171202	0	0	0	1	0	0	0	0
ENSG00000171204	0	0	0	1	0	0	0	0
ENSG00000171206	1	-1	0	0	0	0	0	0
ENSG00000171208	-1	1	-1	0	1	0	0	0
ENSG00000171219	0	-1	0	-1	1	0	0	0
ENSG00000171222	0	-1	0	0	0	0	0	0
ENSG00000171223	0	0	-1	-1	-1	1	0	0
ENSG00000171224	1	0	0	0	0	0	0	0
ENSG00000171236	0	0	1	-1	0	0	0	0
ENSG00000171241	0	0	0	1	0	0	0	0
ENSG00000171246	0	-1	-1	1	0	0	0	0
ENSG00000171262	0	0	0	0	0	1	0	0
ENSG00000171303	0	0	1	0	0	0	0	0
ENSG00000171310	0	0	0	1	0	0	0	0
ENSG00000171314	0	0	0	1	0	0	0	0
ENSG00000171316	0	-1	-1	-1	0	0	0	0
ENSG00000171320	-1	0	0	1	0	0	0	0
ENSG00000171357	0	0	1	1	0	0	0	0
ENSG00000171365	0	0	0	-1	0	0	0	0
ENSG00000171368	0	0	1	0	0	0	0	0
ENSG00000171388	-1	1	0	0	0	0	0	0
ENSG00000171408	-1	1	0	-1	-1	0	0	0
ENSG00000171421	0	0	0	1	0	0	0	0
ENSG00000171428	0	0	0	1	0	0	0	0
ENSG00000171435	0	0	-1	1	0	0	0	0
ENSG00000171443	0	-1	0	0	0	0	0	0
ENSG00000171456	0	0	-1	1	0	0	0	0
ENSG00000171462	0	1	0	0	0	0	0	0
ENSG00000171466	0	0	0	1	0	0	0	0
ENSG00000171467	0	0	0	-1	0	0	0	0
ENSG00000171469	0	0	0	1	0	0	0	0
ENSG00000171475	0	-1	0	0	0	0	0	0
ENSG00000171476	0	1	1	0	-1	0	0	0
ENSG00000171490	0	0	1	1	-1	0	0	0
ENSG00000171497	0	1	-1	0	0	0	0	0
ENSG00000171502	0	1	1	0	0	0	0	0
ENSG00000171503	0	0	0	1	0	0	0	0
ENSG00000171509	0	1	0	0	0	0	0	0
ENSG00000171517	-1	1	0	0	0	0	0	0
ENSG00000171522	0	1	0	-1	0	0	0	0
ENSG00000171552	0	-1	-1	1	1	0	0	0
ENSG00000171603	0	0	0	0	1	0	0	0
ENSG00000171604	0	0	-1	-1	1	0	0	0
ENSG00000171608	-1	-1	0	0	0	1	0	0
ENSG00000171611	0	0	-1	0	0	0	0	0
ENSG00000171617	0	0	0	1	-1	0	0	0
ENSG00000171621	0	0	0	1	0	0	0	0
ENSG00000171631	-1	0	1	0	0	0	0	0
ENSG00000171643	0	1	1	0	0	0	0	0
ENSG00000171649	0	0	0	1	-1	0	0	0
ENSG00000171657	0	0	0	0	1	0	0	0
ENSG00000171658	1	0	0	0	0	0	0	0
ENSG00000171681	0	0	0	-1	-1	0	0	0
ENSG00000171695	0	0	0	1	0	0	0	0
ENSG00000171700	-1	0	-1	0	1	0	0	0
ENSG00000171703	0	0	-1	0	0	0	0	0
ENSG00000171723	0	0	0	1	0	0	0	0
ENSG00000171724	-1	-1	-1	1	1	0	0	0
ENSG00000171729	0	1	1	0	0	0	0	0
ENSG00000171757	0	0	0	1	0	0	0	0
ENSG00000171766	0	1	0	0	0	0	0	0
ENSG00000171777	0	0	0	-1	0	0	0	0
ENSG00000171786	0	0	0	0	1	0	0	0
ENSG00000171790	0	-1	0	1	0	0	0	0
ENSG00000171791	-1	1	1	0	-1	0	0	0
ENSG00000171792	-1	1	0	1	-1	0	0	0
ENSG00000171793	0	0	0	1	0	1	0	0
ENSG00000171794	-1	1	0	-1	0	1	1	0
ENSG00000171811	0	0	0	0	0	1	1	0
ENSG00000171812	-1	1	0	0	0	0	0	0
ENSG00000171813	1	1	-1	-1	0	0	0	0
ENSG00000171824	0	0	0	1	-1	0	0	0
ENSG00000171843	1	0	0	0	0	-1	-1	0
ENSG00000171848	0	0	0	1	1	0	0	0
ENSG00000171853	0	-1	0	0	0	0	0	0
ENSG00000171858	0	0	0	0	-1	0	0	0
ENSG00000171862	0	0	0	-1	0	0	0	0
ENSG00000171863	0	1	0	0	-1	0	0	0
ENSG00000171867	0	0	1	-1	0	0	0	0
ENSG00000171914	0	1	0	1	0	0	0	0
ENSG00000171943	0	0	0	1	0	0	0	0
ENSG00000171953	0	0	0	-1	0	0	0	0
ENSG00000171954	1	1	0	0	0	0	0	0
ENSG00000171960	0	0	0	1	0	0	0	0
ENSG00000171984	0	0	0	1	0	0	0	0
ENSG00000171988	0	-1	0	-1	0	0	0	0
ENSG00000171992	-1	0	1	-1	-1	0	0	0
ENSG00000172009	0	0	0	1	0	0	0	0
ENSG00000172037	0	1	1	0	0	0	0	0
ENSG00000172053	0	1	0	1	0	0	0	0
ENSG00000172057	0	-1	-1	-1	0	1	1	0
ENSG00000172059	0	1	0	-1	-1	0	0	0
ENSG00000172071	-1	-1	0	-1	0	0	0	0
ENSG00000172081	-1	0	0	-1	0	0	0	0
ENSG00000172113	0	0	0	0	0	0	-1	0
ENSG00000172115	-1	0	0	0	0	1	0	0
ENSG00000172164	0	1	-1	0	0	1	1	0
ENSG00000172172	0	0	0	1	0	0	0	0
ENSG00000172175	-1	-1	0	-1	0	0	0	0
ENSG00000172179	-1	1	0	0	0	0	0	0
ENSG00000172183	0	-1	0	-1	0	0	0	0
ENSG00000172197	0	0	0	1	0	0	0	0
ENSG00000172216	1	1	0	-1	0	0	0	0
ENSG00000172232	-1	1	0	0	1	0	0	0
ENSG00000172244	0	0	0	1	0	0	0	0
ENSG00000172247	0	1	1	0	0	0	0	0
ENSG00000172260	-1	1	1	0	0	0	0	0
ENSG00000172264	-1	-1	0	-1	0	0	0	0
ENSG00000172292	0	0	1	0	0	0	0	0
ENSG00000172296	1	1	1	0	0	0	0	0
ENSG00000172301	0	1	0	1	-1	0	0	0
ENSG00000172315	0	0	0	1	0	0	0	0
ENSG00000172322	0	1	0	-1	0	0	0	0
ENSG00000172331	0	0	0	0	0	1	0	0
ENSG00000172336	-1	0	0	1	0	0	0	0
ENSG00000172340	0	-1	-1	0	0	0	0	0
ENSG00000172348	0	0	-1	0	0	0	0	0
ENSG00000172349	0	-1	0	0	0	0	0	0
ENSG00000172366	0	1	0	0	-1	0	0	0
ENSG00000172379	0	0	1	0	0	0	0	0
ENSG00000172409	0	0	0	1	-1	0	0	0
ENSG00000172428	0	0	0	1	0	0	0	0
ENSG00000172460	0	0	0	1	0	0	0	0
ENSG00000172465	0	1	0	0	0	-1	-1	0
ENSG00000172493	-1	1	0	0	0	0	0	0
ENSG00000172508	0	0	0	-1	-1	0	0	0
ENSG00000172530	1	-1	0	0	0	0	0	0
ENSG00000172531	-1	0	0	1	0	0	0	0
ENSG00000172534	0	0	-1	1	0	0	0	0
ENSG00000172543	0	1	0	0	0	0	0	0
ENSG00000172548	0	0	0	0	-1	0	0	0
ENSG00000172575	0	0	-1	0	0	1	0	0
ENSG00000172578	1	0	0	1	0	0	0	0
ENSG00000172586	0	0	0	1	0	0	0	0
ENSG00000172638	0	1	0	0	0	0	0	0
ENSG00000172663	0	0	0	-1	0	0	0	0
ENSG00000172667	-1	1	-1	-1	0	1	0	0
ENSG00000172673	-1	1	0	0	0	0	0	0
ENSG00000172687	0	0	0	1	0	0	0	0
ENSG00000172716	0	0	0	0	1	0	0	0
ENSG00000172717	0	0	0	1	0	0	0	0
ENSG00000172725	0	1	0	0	0	0	0	0
ENSG00000172731	0	0	0	1	0	0	0	0
ENSG00000172738	0	0	0	1	0	0	0	0
ENSG00000172746	0	1	0	1	-1	0	0	0
ENSG00000172757	-1	0	0	1	0	0	0	0
ENSG00000172766	0	0	0	1	0	0	0	0
ENSG00000172785	0	0	0	1	-1	0	0	0
ENSG00000172794	1	0	0	1	0	0	-1	0
ENSG00000172795	-1	0	0	0	0	0	0	0
ENSG00000172809	0	1	0	0	-1	0	0	0
ENSG00000172817	0	1	0	0	0	0	0	0
ENSG00000172824	0	0	1	0	0	0	0	0
ENSG00000172828	0	1	1	0	0	0	0	0
ENSG00000172830	0	0	0	1	0	1	1	0
ENSG00000172840	0	0	0	1	0	0	0	0
ENSG00000172869	0	0	0	-1	-1	0	0	0
ENSG00000172878	0	0	1	0	-1	0	0	0
ENSG00000172889	0	0	1	1	0	0	1	0
ENSG00000172893	0	0	0	1	-1	0	0	0
ENSG00000172922	-1	0	0	0	0	0	0	0
ENSG00000172932	0	-1	0	0	0	0	0	0
ENSG00000172943	0	0	-1	0	0	0	0	0
ENSG00000172965	0	1	0	0	0	0	0	0
ENSG00000172971	0	-1	1	0	0	0	0	0
ENSG00000172985	0	0	1	0	0	0	0	0
ENSG00000172986	-1	1	0	0	0	0	0	0
ENSG00000172995	0	-1	0	1	1	0	0	0
ENSG00000173011	-1	-1	0	-1	0	0	0	0
ENSG00000173020	0	-1	0	0	1	0	0	0
ENSG00000173064	0	-1	0	0	-1	0	0	0
ENSG00000173065	0	0	0	0	-1	0	0	0
ENSG00000173085	0	0	0	1	0	0	0	0
ENSG00000173137	0	0	-1	-1	1	0	0	0
ENSG00000173141	0	1	0	1	0	0	0	0
ENSG00000173153	0	0	0	-1	1	0	0	0
ENSG00000173156	1	0	0	0	0	-1	0	0
ENSG00000173163	0	0	0	1	0	0	0	0
ENSG00000173193	0	0	0	-1	0	0	0	0
ENSG00000173198	0	0	0	-1	0	0	0	0
ENSG00000173200	0	0	-1	-1	0	0	0	0
ENSG00000173207	-1	0	0	1	0	0	0	0
ENSG00000173218	0	0	0	1	0	0	0	0
ENSG00000173221	-1	0	1	1	0	0	1	0
ENSG00000173262	0	0	1	0	-1	0	0	0
ENSG00000173264	0	0	0	0	-1	0	0	0
ENSG00000173272	0	0	0	1	0	0	0	0
ENSG00000173275	0	0	0	0	1	0	0	0
ENSG00000173320	1	0	0	0	0	0	0	0
ENSG00000173369	0	-1	1	0	0	0	0	0
ENSG00000173372	0	-1	0	0	0	0	0	0
ENSG00000173402	0	0	0	0	1	0	0	0
ENSG00000173409	0	0	0	1	0	0	0	0
ENSG00000173418	0	0	0	1	0	0	0	0
ENSG00000173436	-1	0	0	1	0	0	0	0
ENSG00000173442	0	-1	0	-1	1	0	0	0
ENSG00000173451	0	0	0	1	0	0	0	0
ENSG00000173456	0	0	0	1	0	0	0	0
ENSG00000173457	-1	0	1	1	1	0	0	0
ENSG00000173465	0	0	0	1	0	0	0	0
ENSG00000173473	0	0	0	1	0	0	0	0
ENSG00000173486	0	0	0	-1	1	0	0	0
ENSG00000173511	0	0	1	0	-1	0	0	0
ENSG00000173535	0	1	0	0	0	0	0	0
ENSG00000173559	0	1	1	-1	-1	0	0	0
ENSG00000173567	0	0	0	1	0	0	0	0
ENSG00000173575	0	0	0	-1	0	0	0	0
ENSG00000173578	0	0	1	0	0	0	0	0
ENSG00000173581	0	0	0	-1	0	0	0	0
ENSG00000173585	-1	1	0	-1	0	1	0	0
ENSG00000173598	0	0	0	0	-1	0	0	0
ENSG00000173599	0	0	0	1	0	0	0	0
ENSG00000173611	0	0	0	1	0	0	0	0
ENSG00000173614	0	0	0	1	0	0	0	0
ENSG00000173621	0	0	0	1	-1	0	0	0
ENSG00000173638	0	0	0	1	0	0	0	0
ENSG00000173660	0	1	0	1	0	0	0	0
ENSG00000173681	0	0	-1	0	0	0	0	0
ENSG00000173692	0	0	0	1	0	0	0	0
ENSG00000173706	0	0	0	1	0	-1	0	0
ENSG00000173727	0	0	0	1	0	0	0	0
ENSG00000173744	0	-1	0	0	0	0	0	0
ENSG00000173757	1	0	1	0	0	0	0	0
ENSG00000173762	0	1	0	0	0	0	0	0
ENSG00000173801	0	-1	1	-1	0	1	1	0
ENSG00000173809	0	0	1	0	0	0	0	0
ENSG00000173818	0	0	-1	1	1	0	0	0
ENSG00000173821	0	-1	0	-1	0	0	0	0
ENSG00000173825	1	0	0	1	0	0	0	0
ENSG00000173846	0	0	0	-1	0	0	0	0
ENSG00000173848	0	0	0	1	0	0	0	0
ENSG00000173852	0	0	0	1	0	0	0	0
ENSG00000173875	0	0	0	-1	0	0	0	0
ENSG00000173889	0	0	0	-1	0	0	0	0
ENSG00000173890	-1	0	-1	-1	0	0	0	0
ENSG00000173894	0	0	0	1	0	0	0	0
ENSG00000173898	1	0	0	1	-1	0	0	0
ENSG00000173917	1	0	0	0	0	0	0	0
ENSG00000173918	1	0	1	0	0	0	0	0
ENSG00000173926	-1	0	-1	0	-1	0	0	0
ENSG00000173928	0	0	0	-1	0	0	0	0
ENSG00000173960	0	0	0	1	0	0	0	0
ENSG00000173988	1	0	0	0	0	0	0	0
ENSG00000173991	0	-1	1	0	0	0	0	0
ENSG00000173992	0	0	0	-1	0	0	0	0
ENSG00000174004	0	1	0	-1	0	0	0	0
ENSG00000174007	0	0	0	1	0	0	0	0
ENSG00000174021	0	0	0	1	0	0	0	0
ENSG00000174028	0	0	0	0	0	0	1	0
ENSG00000174059	0	0	1	1	0	0	0	0
ENSG00000174080	1	0	0	1	-1	0	0	0
ENSG00000174099	0	1	1	0	1	0	0	0
ENSG00000174106	0	-1	0	0	0	0	0	0
ENSG00000174109	0	0	0	1	0	1	0	0
ENSG00000174123	-1	-1	0	-1	0	0	0	0
ENSG00000174125	0	0	1	0	0	0	0	0
ENSG00000174130	0	0	1	-1	0	0	0	0
ENSG00000174136	0	0	0	0	-1	0	0	0
ENSG00000174137	0	0	0	1	0	0	0	0
ENSG00000174151	0	-1	0	0	0	0	0	0
ENSG00000174171	1	0	0	0	-1	0	0	0
ENSG00000174175	1	0	0	-1	0	0	0	0
ENSG00000174206	0	0	0	0	-1	0	0	0
ENSG00000174233	1	0	1	1	0	0	0	0
ENSG00000174238	0	0	0	-1	1	0	0	0
ENSG00000174276	0	0	0	1	0	0	0	0
ENSG00000174282	1	0	1	-1	0	0	0	0
ENSG00000174292	1	0	0	0	0	-1	0	0
ENSG00000174306	0	0	1	0	0	-1	-1	0
ENSG00000174307	0	0	0	1	0	0	0	0
ENSG00000174326	0	0	-1	0	0	0	0	0
ENSG00000174358	0	-1	1	1	0	0	0	0
ENSG00000174365	0	0	0	1	-1	0	0	0
ENSG00000174370	0	1	0	0	0	0	0	0
ENSG00000174371	-1	0	0	1	1	0	0	0
ENSG00000174373	0	0	0	-1	0	0	0	0
ENSG00000174403	0	1	0	0	0	0	0	0
ENSG00000174405	0	-1	0	-1	1	0	1	0
ENSG00000174428	0	0	-1	0	0	0	0	0
ENSG00000174442	0	0	0	1	0	0	0	0
ENSG00000174444	0	0	0	0	-1	0	0	0
ENSG00000174448	0	0	-1	0	0	0	0	0
ENSG00000174460	-1	1	0	0	0	0	0	0
ENSG00000174469	0	0	0	-1	-1	-1	-1	0
ENSG00000174485	0	0	-1	-1	0	0	0	0
ENSG00000174500	-1	0	-1	1	1	0	0	0
ENSG00000174501	0	0	0	1	0	-1	0	0
ENSG00000174502	0	-1	1	0	0	0	0	0
ENSG00000174514	0	1	0	0	0	-1	-1	0
ENSG00000174547	0	0	0	1	-1	0	0	0
ENSG00000174567	1	0	0	0	0	0	0	0
ENSG00000174574	0	0	0	0	1	0	0	0
ENSG00000174628	0	0	0	1	0	0	0	0
ENSG00000174652	0	0	0	-1	0	0	0	0
ENSG00000174672	1	0	0	0	0	0	0	0
ENSG00000174715	0	0	0	-1	1	0	0	0
ENSG00000174718	0	0	0	-1	0	0	0	0
ENSG00000174721	0	0	1	0	-1	0	0	0
ENSG00000174749	0	0	0	1	0	0	0	0
ENSG00000174776	-1	0	0	0	0	1	1	0
ENSG00000174799	0	-1	0	0	1	0	0	0
ENSG00000174807	0	0	1	1	0	0	0	0
ENSG00000174837	0	0	0	-1	0	0	0	0
ENSG00000174842	0	0	0	0	-1	0	0	0
ENSG00000174851	0	0	0	-1	0	0	0	0
ENSG00000174871	0	0	0	0	0	1	0	0
ENSG00000174891	-1	0	0	1	0	0	0	0
ENSG00000174899	0	1	0	0	0	0	0	0
ENSG00000174928	0	0	0	0	-1	0	0	0
ENSG00000174938	1	0	0	0	0	0	0	0
ENSG00000174939	0	1	0	0	0	0	0	0
ENSG00000174944	-1	0	1	-1	0	0	0	0
ENSG00000174946	-1	0	1	0	0	0	0	0
ENSG00000174951	1	0	0	0	0	0	0	0
ENSG00000174996	0	-1	0	0	0	0	0	0
ENSG00000175029	0	0	0	0	1	1	1	0
ENSG00000175040	-1	0	-1	0	0	0	0	0
ENSG00000175048	0	1	0	-1	0	0	0	0
ENSG00000175061	0	1	0	1	-1	0	0	0
ENSG00000175063	-1	0	0	1	1	0	0	0
ENSG00000175066	0	0	0	1	-1	0	0	0
ENSG00000175097	-1	-1	0	1	1	0	0	0
ENSG00000175104	0	-1	0	0	0	0	0	0
ENSG00000175110	0	0	0	1	0	0	0	0
ENSG00000175115	1	0	1	-1	-1	0	0	0
ENSG00000175130	0	0	-1	1	0	0	0	0
ENSG00000175164	1	1	1	0	0	0	0	0
ENSG00000175175	0	0	-1	1	0	0	0	0
ENSG00000175183	0	0	-1	1	0	0	0	0
ENSG00000175193	-1	1	0	0	0	0	0	0
ENSG00000175197	0	0	0	0	-1	0	0	0
ENSG00000175216	0	0	0	1	0	0	0	0
ENSG00000175220	0	1	0	0	0	0	0	0
ENSG00000175221	0	-1	0	0	0	0	0	0
ENSG00000175229	1	1	0	0	0	0	0	0
ENSG00000175262	0	0	1	0	0	0	0	0
ENSG00000175274	-1	1	-1	-1	1	1	0	0
ENSG00000175279	0	0	0	1	0	0	0	0
ENSG00000175287	0	1	0	0	0	0	0	0
ENSG00000175305	0	0	0	1	0	0	0	0
ENSG00000175309	0	-1	0	-1	0	0	0	0
ENSG00000175311	0	0	-1	0	0	0	0	0
ENSG00000175322	0	0	0	1	0	0	0	0
ENSG00000175334	0	0	0	1	0	0	0	0
ENSG00000175348	0	0	0	-1	0	0	0	0
ENSG00000175352	-1	1	0	0	0	0	0	0
ENSG00000175354	0	1	-1	-1	1	0	0	0
ENSG00000175416	0	0	-1	0	0	0	0	0
ENSG00000175455	0	0	0	0	1	0	0	0
ENSG00000175463	0	-1	0	-1	0	0	0	0
ENSG00000175482	0	-1	0	-1	0	0	0	0
ENSG00000175489	0	0	0	-1	0	0	0	0
ENSG00000175505	0	0	0	0	-1	0	0	0
ENSG00000175513	0	0	1	1	0	0	0	0
ENSG00000175536	0	0	0	1	-1	0	0	0
ENSG00000175538	0	1	0	-1	0	0	1	0
ENSG00000175544	0	0	-1	0	0	0	0	0
ENSG00000175548	0	0	0	1	0	0	0	0
ENSG00000175556	-1	1	0	0	-1	1	1	0
ENSG00000175567	0	0	-1	-1	0	0	0	0
ENSG00000175573	1	0	0	1	0	0	0	0
ENSG00000175591	-1	1	0	0	0	0	0	0
ENSG00000175592	0	1	0	0	0	0	0	0
ENSG00000175600	0	0	0	-1	0	1	1	0
ENSG00000175602	0	0	0	0	1	0	0	0
ENSG00000175606	0	0	0	1	0	0	0	0
ENSG00000175611	0	0	-1	0	0	0	0	0
ENSG00000175643	0	0	0	1	0	0	0	0
ENSG00000175662	1	-1	0	0	0	0	0	0
ENSG00000175707	0	0	0	0	0	-1	-1	0
ENSG00000175711	0	0	1	0	0	0	0	0
ENSG00000175727	0	-1	0	1	1	0	0	0
ENSG00000175756	0	0	0	1	0	0	0	0
ENSG00000175768	-1	0	0	0	0	0	0	0
ENSG00000175772	1	0	0	0	0	0	0	0
ENSG00000175782	0	-1	0	1	0	0	0	0
ENSG00000175792	0	0	0	1	0	0	0	0
ENSG00000175806	0	0	0	0	0	1	0	0
ENSG00000175820	0	0	0	1	0	0	0	0
ENSG00000175832	0	0	0	1	0	0	0	0
ENSG00000175857	0	1	0	-1	0	0	0	0
ENSG00000175874	0	1	0	-1	1	0	0	0
ENSG00000175886	0	1	0	0	0	0	0	0
ENSG00000175893	0	0	0	-1	0	0	0	0
ENSG00000175895	0	-1	0	0	-1	0	0	0
ENSG00000175906	0	0	0	1	0	0	0	0
ENSG00000175920	0	0	0	-1	0	0	0	0
ENSG00000175931	0	0	0	-1	0	0	0	0
ENSG00000175938	1	0	0	0	0	0	0	0
ENSG00000175970	0	0	0	1	0	0	0	0
ENSG00000176014	-1	1	-1	-1	0	1	1	0
ENSG00000176020	-1	1	0	0	0	0	0	0
ENSG00000176043	0	0	0	0	-1	0	0	0
ENSG00000176049	0	0	0	0	0	1	0	0
ENSG00000176058	0	0	0	1	0	0	0	0
ENSG00000176076	-1	1	0	1	0	0	0	0
ENSG00000176092	0	0	0	-1	0	0	0	0
ENSG00000176095	0	0	0	1	0	0	0	0
ENSG00000176101	0	-1	0	1	0	0	0	0
ENSG00000176102	0	0	0	1	0	0	0	0
ENSG00000176108	0	-1	0	0	0	0	0	0
ENSG00000176124	1	0	0	0	0	0	0	0
ENSG00000176142	0	0	1	0	-1	0	0	0
ENSG00000176155	0	1	0	-1	0	0	0	0
ENSG00000176182	0	0	0	1	0	0	0	0
ENSG00000176208	0	0	0	1	0	0	0	0
ENSG00000176209	0	1	-1	0	0	0	0	0
ENSG00000176222	0	0	0	0	-1	0	0	0
ENSG00000176225	0	0	0	1	0	0	0	0
ENSG00000176236	0	0	1	0	0	0	0	0
ENSG00000176244	0	0	0	1	0	0	0	0
ENSG00000176261	0	0	0	-1	0	0	0	0
ENSG00000176268	0	0	0	-1	0	0	0	0
ENSG00000176293	0	-1	1	1	0	0	0	0
ENSG00000176340	-1	0	0	1	0	0	0	0
ENSG00000176371	0	0	0	1	0	0	0	0
ENSG00000176383	0	-1	1	0	0	0	0	0
ENSG00000176387	0	-1	1	0	0	0	0	0
ENSG00000176393	0	0	-1	1	0	0	0	0
ENSG00000176396	0	0	0	1	0	0	0	0
ENSG00000176402	1	0	0	0	0	0	0	0
ENSG00000176428	0	-1	0	0	0	0	0	0
ENSG00000176435	-1	-1	1	1	0	0	0	0
ENSG00000176438	-1	-1	0	1	0	0	0	0
ENSG00000176454	0	0	0	0	-1	0	0	0
ENSG00000176473	0	0	0	1	-1	0	0	0
ENSG00000176490	1	-1	0	0	-1	0	0	0
ENSG00000176531	0	0	-1	0	0	0	0	0
ENSG00000176532	1	0	0	1	1	0	0	0
ENSG00000176533	0	-1	0	0	0	0	0	0
ENSG00000176593	0	-1	0	0	0	0	0	0
ENSG00000176595	0	0	0	1	0	0	0	0
ENSG00000176597	0	0	0	1	0	0	0	0
ENSG00000176619	0	0	0	1	0	0	0	0
ENSG00000176623	-1	0	0	1	0	0	0	0
ENSG00000176641	-1	-1	1	1	0	0	0	0
ENSG00000176658	0	0	1	0	0	0	0	0
ENSG00000176659	-1	1	1	0	0	0	0	0
ENSG00000176700	1	0	0	0	0	0	0	0
ENSG00000176723	0	0	1	-1	0	0	0	0
ENSG00000176732	0	0	0	1	0	0	0	0
ENSG00000176749	0	0	0	0	-1	0	0	0
ENSG00000176783	0	0	-1	0	0	0	0	0
ENSG00000176788	-1	1	0	-1	0	0	0	0
ENSG00000176809	0	-1	0	1	0	0	0	0
ENSG00000176834	0	0	0	1	0	0	0	0
ENSG00000176842	0	-1	-1	1	1	0	0	0
ENSG00000176853	0	-1	0	0	0	0	0	0
ENSG00000176884	-1	1	0	1	0	0	0	0
ENSG00000176890	0	0	0	1	1	0	0	0
ENSG00000176894	0	0	0	1	0	0	0	0
ENSG00000176896	0	-1	0	0	0	0	0	0
ENSG00000176912	0	0	0	1	1	0	0	0
ENSG00000176927	0	0	0	1	0	0	0	0
ENSG00000176928	1	0	0	0	0	0	0	0
ENSG00000176933	0	0	-1	1	0	0	0	0
ENSG00000176945	0	-1	0	1	0	0	0	0
ENSG00000176946	0	0	0	0	0	1	0	0
ENSG00000176956	-1	0	1	0	0	0	0	0
ENSG00000176974	0	0	0	1	0	0	0	0
ENSG00000177000	0	0	0	-1	0	0	-1	0
ENSG00000177025	0	0	0	1	0	0	0	0
ENSG00000177030	0	0	1	0	0	0	0	0
ENSG00000177034	0	0	0	0	-1	0	0	0
ENSG00000177042	0	0	-1	0	0	0	0	0
ENSG00000177045	1	0	0	0	0	0	0	0
ENSG00000177051	0	0	-1	1	-1	0	0	0
ENSG00000177082	0	0	0	1	0	0	0	0
ENSG00000177084	0	0	0	1	0	0	0	0
ENSG00000177096	0	0	1	0	0	0	0	0
ENSG00000177105	0	1	0	0	0	0	0	0
ENSG00000177106	1	0	0	-1	0	0	0	0
ENSG00000177112	0	0	0	-1	0	0	0	0
ENSG00000177119	0	0	1	-1	0	0	0	0
ENSG00000177133	1	0	1	0	0	0	0	0
ENSG00000177156	0	1	0	1	0	0	0	0
ENSG00000177181	1	0	0	0	0	0	0	0
ENSG00000177191	0	1	1	0	0	0	0	0
ENSG00000177200	0	-1	0	0	0	0	0	0
ENSG00000177283	0	0	0	-1	0	0	0	0
ENSG00000177301	0	0	1	0	0	0	0	0
ENSG00000177302	0	0	0	1	0	0	0	0
ENSG00000177303	0	0	1	1	0	0	0	0
